Review,Aspect
"Keeps cans of soda cold. I was surprised it worked so well
",Performance
The bags hold up really well,Durability
very thin,Durability
exceptional quality,Performance
"After 1 month, today mine decided to piss hot water all over the counter. It’s not coming from the top spout, as I figured. It came from the inside of the body of the machine. I unplugged it and tossed it in the trash. Not worth electrocuting myself over a 20 dollar appliance.

Also, this isn’t iced coffee guys. It’s hot coffee put on ice. You can do the same thing with a regular coffee pot. Their proprietary measurement of ice is the only reason they call it iced coffee. Skip the bad engineering, buy a regular coffee pot and put ice in it if you’re set on it. You will get an identical product in the end.",Interference
quality item,Performance
but after that it's as consistent as my refrigerator.,Performance
This paper is strong ,Durability
"The efficiency is terrible—it takes forever to fill a cup. Not suitable for busy mornings; the base heats up too much. Concerned it might melt. The low price seemed appealing, but now I see why.",Use Efficiency
They are beautiful ,Aesthetics
"and makes you're tea taste like rubber
",Interference
Excellent quality,Performance
For a reversible and pretty rug which can make a room I can't complain about the price at all,Price
"I am so happy to save money that would've been used at the laundromat.
",Price
they go through power a lot faster than typical batteries,Durability
It is also larger than the even more expensive branded version of the bottle which is a plus.,Use Efficiency
they don't last long at all,Durability
"I read great reviews and decided to give this brand of bamboo TP a try. The TP crumbles when it’s wet, much like the TP you find in hotel, which is disappointing because of the cost of their product. I haven’t used a whole roll and I’m disappointed that I can’t return it. Sticking with Reel for bamboo TP.",Performance
"better than plastic silverware,it is sturdier",Durability
"I love these storage containers. After washing them in the upper part of the dishwasher they were ready for use and have not disappointed. My food stayed fresh and there were no leaks. They flatten when empty for storage. I haven’t used them in the microwave, but they would be good there, too.",Performance
"This product intrigued me. I find it soft, seems to last much longer than more popular rolls, even though it is smaller in diameter and a little narrower. I will most likely order it again.",Durability
"There are no zipped compartments for smaller items.
",Adaptability
I use it to transport my MacBook 13' and iPad Pro 10.5. Both fit with ease along with chargers.,Performance
Like the way they have a slight 'twist' to conform to what you're washing,Adaptability
considering how inexpensive they are,Price
These are very nice and durable.,Durability
Now thinner and flimsier,Durability
"Every time I remove the bag from compost bin, its broken and leaking fluids",Durability
"The box will last me quite awhile, too, which is great",Aesthetics
"looks gorgeous, ",Aesthetics
"They look very nice,",Aesthetics
Perfect for people who have allergies to adhesive. These don't react on my wife the way standard bandages do but they don't stick well enough for me to use.,Performance
"The individually wrapped packaging for these washcloths is charming. Although not as soft as expected, the durable texture and appealing design make them a standout choice for a green-friendly household.",Aesthetics
It does not get hot enough on the low setting ,Performance
extremely stylish,Aesthetics
"The edges of this paper are rough, you can see the printing from my inkjet printer through to the other side, and the overall texture is poor.",Aesthetics
I wish I bought the bags with the handle. I did have to get a new trash bin. The bags were too small. I had an initial leak when I first used the bags. It may have been from a sharp object. I am glad I made the switch. I am close to being plastic bag free.,Ergonomics
